0.001,4.99108171755051
0.001584893192461114,4.946282143922962
0.0025118864315095794,4.911888352446467
0.003981071705534973,4.880334507513035
0.00630957344480193,4.849244189693452
0.01,4.823531391410091
0.01584893192461114,4.80681246658976
0.025118864315095808,4.796631200555342
0.039810717055349734,4.788781148925131
0.06309573444801933,4.780289313711255
0.1,4.7706205174775365
0.15848931924611143,4.7610923036840544
0.25118864315095824,4.7521084653981
0.3981071705534973,4.743375879872387
0.6309573444801937,4.735033114144855
1,4.726688739701014
1.5848931924611143,4.718108631534415
2.5118864315095824,4.709583382236267
3.981071705534973,4.700694838114123
6.309573444801936,4.691166689802517
10,4.680936169147325
15.848931924611142,4.668954930824449
25.11886431509582,4.654604835014568
39.81071705534969,4.638497604365307
63.0957344480193,4.621677221237995
100,4.605085620697593
158.48931924611125,4.588872004690945
251.18864315095797,4.572433673762436
398.1071705534969,4.5545714011015885
630.957344480193,4.533545393614834
1000,4.508091997849571
1584.8931924611124,4.4778087113762
2511.88643150958,4.442842087602014
3981.071705534969,4.404187704712129
6309.57344480193,4.362669589068923
10000,4.318749582814834
15848.93192461114,4.273607303341871
25118.864315095823,4.227520474081927
39810.71705534969,4.1800751573998145
63095.7344480193,4.132041099217343
100000,4.0841935727936
158489.3192461114,4.0376025467011125
251188.6431509582,3.9935504327135543
398107.1705534969,3.9501656713765043
630957.344480193,3.904231186540919
1000000,3.8557547298080026
