0.000276998792643436109704724312763,2997861.45945554878562688827515,1128717.83454195200465619564056
0.000435154088044647623795269097968,3493301.42742499243468046188354,1366277.18212640774436295032501
0.000651867444419032700773930510962,3724436.42526226211339235305786,1494054.19253481668420135974884
0.000716897766166542621361912335232,3918899.6559919682331383228302,1384808.63353546126745641231537
0.00100000000000000110501885419723,4125059.79028426250442862510681,1553058.53096010303124785423279
0.00112621788232490898512550003829,4285884.23802394326776266098022,1439444.6927967830561101436615
0.00157096023376822519802831212843,4627280.47791916783899068832397,1656002.87149782106280326843262
0.00176924350769109097782083583894,4747078.04131328780204057693481,1534858.15061982860788702964783
0.0025272887680965251157305662133,5060790.62846090644598007202148,1765704.78876804187893867492676
0.00277941119443530278848575321149,5126170.21341535635292530059814,1678589.63811080181039869785309
0.00378591702532500400113502081467,5534293.12849303334951400756836,1835437.361680182628333568573
0.00406578624974233276967439110194,5534914.49401722196489572525024,1955854.46171763818711042404175
0.00515690796357960983681278932522,5330212.41831836849451065063477,2058360.20195208466611802577972
0.0062371365291388550233797616329,6053003.93925454188138246536255,2250272.65673872036859393119812
0.00685935351319845020706678084821,6131201.77716758567839860916138,2250609.5303569575771689414978
0.00849578551824924088631263430216,5829795.42573123611509799957275,2429247.54913718625903129577637
0.0100340191663328918286746116451,6620084.03337409533560276031494,2655640.52534441975876688957214
0.0110350133107618309652453447711,6705607.89283421449363231658936,2656137.4828853760845959186554
0.0130329955744622315999547979004,6215757.63146175816655158996582,2866748.96874930150806903839111
0.0157630450951771403089729517433,7148750.72346620075404644012451,3214689.02931515267118811607361
0.017752623266082387387676533308,6796304.82093943655490875244141,3469329.72590926941484212875366
0.020474317774357389532191575654,6797831.02364630810916423797607,3604858.90737331937998533248901
0.0225168365162065967077786865502,7817023.83337587490677833557129,3841505.78182964352890849113464
0.0278886651960839372643707889665,8123003.4068412259221076965332,3471927.35698097944259643554688
0.0329381433299900175382113332034,7529611.21845771651715040206909,4830046.80913329403847455978394
0.0407961771561272112940343959053,8550967.28677711449563503265381,5484809.23026248347014188766479
0.0448660053846189760262674894875,9586653.54051640816032886505127,5555666.64708829391747713088989
0.0517445133455723682569526999941,8339854.7626771274954080581665,6389340.13324189744889736175537
0.0640891720020393407253322948236,9592036.48068882897496223449707,7537223.1540840929374098777771
0.0704827103072672572769974408402,11458052.7833148092031478881836,9965257.04278355836868286132812
0.103103720307956128743320789454,8783515.68808434717357158660889,9845894.05195628292858600616455
0.161971844557360300509429862359,12538545.3122293036431074142456,14234544.4358703475445508956909
